Knockout Stage,Match Date,Match Time,Home Team Id,Home Team Name,Away Team Id,Away Team Name,Home Team Score,Away Team Score,Home Team Score Margin,Away Team Score Margin
1,6/25/2002,20:30,T-29,Germany,T-69,South Korea,1,0,1,-1
1,6/26/2002,20:30,T-09,Brazil,T-77,Turkey,1,0,1,-1
1,6/29/2002,20:00,T-69,South Korea,T-77,Turkey,2,3,-1,1
1,6/30/2002,20:00,T-29,Germany,T-09,Brazil,0,2,-2,2
0,6/9/2006,18:00,T-29,Germany,T-16,Costa Rica,4,2,2,-2
0,6/9/2006,21:00,T-55,Poland,T-24,Ecuador,0,2,-2,2
0,6/10/2006,15:00,T-27,England,T-53,Paraguay,1,0,1,-1
0,6/10/2006,18:00,T-75,Trinidad and Tobago,T-72,Sweden,0,0,0,0
0,6/10/2006,21:00,T-03,Argentina,T-40,Ivory Coast,2,1,1,-1
0,6/11/2006,15:00,T-65,Serbia and Montenegro,T-46,Netherlands,0,1,-1,1
0,6/11/2006,18:00,T-44,Mexico,T-36,Iran,3,1,2,-2
0,6/11/2006,21:00,T-02,Angola,T-56,Portugal,0,1,-1,1
0,6/12/2006,15:00,T-04,Australia,T-42,Japan,3,1,2,-2
0,6/12/2006,18:00,T-80,United States,T-19,Czech Republic,0,3,-3,3
0,6/12/2006,21:00,T-39,Italy,T-30,Ghana,2,0,2,-2
0,6/13/2006,15:00,T-69,South Korea,T-74,Togo,2,1,1,-1
0,6/13/2006,18:00,T-28,France,T-73,Switzerland,0,0,0,0
0,6/13/2006,21:00,T-09,Brazil,T-17,Croatia,1,0,1,-1
0,6/14/2006,15:00,T-71,Spain,T-78,Ukraine,4,0,4,-4
0,6/14/2006,18:00,T-76,Tunisia,T-61,Saudi Arabia,2,2,0,0
0,6/14/2006,21:00,T-29,Germany,T-55,Poland,1,0,1,-1
0,6/15/2006,15:00,T-24,Ecuador,T-16,Costa Rica,3,0,3,-3
0,6/15/2006,18:00,T-27,England,T-75,Trinidad and Tobago,2,0,2,-2
0,6/15/2006,21:00,T-72,Sweden,T-53,Paraguay,1,0,1,-1
0,6/16/2006,15:00,T-03,Argentina,T-65,Serbia and Montenegro,6,0,6,-6
0,6/16/2006,18:00,T-46,Netherlands,T-40,Ivory Coast,2,1,1,-1
0,6/16/2006,21:00,T-44,Mexico,T-02,Angola,0,0,0,0
0,6/17/2006,15:00,T-56,Portugal,T-36,Iran,2,0,2,-2
0,6/17/2006,18:00,T-19,Czech Republic,T-30,Ghana,0,2,-2,2
0,6/17/2006,21:00,T-39,Italy,T-80,United States,1,1,0,0
0,6/18/2006,15:00,T-42,Japan,T-17,Croatia,0,0,0,0
0,6/18/2006,18:00,T-09,Brazil,T-04,Australia,2,0,2,-2
0,6/18/2006,21:00,T-28,France,T-69,South Korea,1,1,0,0
0,6/19/2006,15:00,T-74,Togo,T-73,Switzerland,0,2,-2,2
0,6/19/2006,18:00,T-61,Saudi Arabia,T-78,Ukraine,0,4,-4,4
0,6/19/2006,21:00,T-71,Spain,T-76,Tunisia,3,1,2,-2
0,6/20/2006,16:00,T-16,Costa Rica,T-55,Poland,1,2,-1,1
0,6/20/2006,16:00,T-24,Ecuador,T-29,Germany,0,3,-3,3
0,6/20/2006,21:00,T-53,Paraguay,T-75,Trinidad and Tobago,2,0,2,-2
0,6/20/2006,21:00,T-72,Sweden,T-27,England,2,2,0,0
0,6/21/2006,16:00,T-36,Iran,T-02,Angola,1,1,0,0
0,6/21/2006,16:00,T-56,Portugal,T-44,Mexico,2,1,1,-1
0,6/21/2006,21:00,T-40,Ivory Coast,T-65,Serbia and Montenegro,3,2,1,-1
0,6/21/2006,21:00,T-46,Netherlands,T-03,Argentina,0,0,0,0
0,6/22/2006,16:00,T-19,Czech Republic,T-39,Italy,0,2,-2,2
0,6/22/2006,16:00,T-30,Ghana,T-80,United States,2,1,1,-1
0,6/22/2006,21:00,T-17,Croatia,T-04,Australia,2,2,0,0
0,6/22/2006,21:00,T-42,Japan,T-09,Brazil,1,4,-3,3
0,6/23/2006,16:00,T-61,Saudi Arabia,T-71,Spain,0,1,-1,1
0,6/23/2006,16:00,T-78,Ukraine,T-76,Tunisia,1,0,1,-1
0,6/23/2006,21:00,T-73,Switzerland,T-69,South Korea,2,0,2,-2
0,6/23/2006,21:00,T-74,Togo,T-28,France,0,2,-2,2
1,6/24/2006,17:00,T-29,Germany,T-72,Sweden,2,0,2,-2
1,6/24/2006,21:00,T-03,Argentina,T-44,Mexico,2,1,1,-1
1,6/25/2006,17:00,T-27,England,T-24,Ecuador,1,0,1,-1
1,6/25/2006,21:00,T-56,Portugal,T-46,Netherlands,1,0,1,-1
1,6/26/2006,17:00,T-39,Italy,T-04,Australia,1,0,1,-1
1,6/26/2006,21:00,T-73,Switzerland,T-78,Ukraine,0,0,0,0
1,6/27/2006,17:00,T-09,Brazil,T-30,Ghana,3,0,3,-3
1,6/27/2006,21:00,T-71,Spain,T-28,France,1,3,-2,2
1,6/30/2006,17:00,T-29,Germany,T-03,Argentina,1,1,0,0
1,6/30/2006,21:00,T-39,Italy,T-78,Ukraine,3,0,3,-3
1,7/1/2006,17:00,T-27,England,T-56,Portugal,0,0,0,0
1,7/1/2006,21:00,T-09,Brazil,T-28,France,0,1,-1,1
1,7/4/2006,21:00,T-29,Germany,T-39,Italy,0,2,-2,2
1,7/5/2006,21:00,T-56,Portugal,T-28,France,0,1,-1,1
1,7/8/2006,21:00,T-29,Germany,T-56,Portugal,3,1,2,-2
1,7/9/2006,20:00,T-39,Italy,T-28,France,1,1,0,0
0,6/11/2010,16:00,T-68,South Africa,T-44,Mexico,1,1,0,0
0,6/11/2010,20:30,T-81,Uruguay,T-28,France,0,0,0,0
0,6/12/2010,13:30,T-69,South Korea,T-31,Greece,2,0,2,-2
0,6/12/2010,16:00,T-03,Argentina,T-48,Nigeria,1,0,1,-1
0,6/12/2010,20:30,T-27,England,T-80,United States,1,1,0,0
0,6/13/2010,13:30,T-01,Algeria,T-67,Slovenia,0,1,-1,1
0,6/13/2010,16:00,T-64,Serbia,T-30,Ghana,0,1,-1,1
0,6/13/2010,20:30,T-29,Germany,T-04,Australia,4,0,4,-4
0,6/14/2010,13:30,T-46,Netherlands,T-21,Denmark,2,0,2,-2
0,6/14/2010,16:00,T-42,Japan,T-11,Cameroon,1,0,1,-1
0,6/14/2010,20:30,T-39,Italy,T-53,Paraguay,1,1,0,0
0,6/15/2010,13:30,T-47,New Zealand,T-66,Slovakia,1,1,0,0
0,6/15/2010,16:00,T-40,Ivory Coast,T-56,Portugal,0,0,0,0
0,6/15/2010,20:30,T-09,Brazil,T-49,North Korea,2,1,1,-1
0,6/16/2010,13:30,T-33,Honduras,T-13,Chile,0,1,-1,1
0,6/16/2010,16:00,T-71,Spain,T-73,Switzerland,0,1,-1,1
0,6/16/2010,20:30,T-68,South Africa,T-81,Uruguay,0,3,-3,3
0,6/17/2010,13:30,T-03,Argentina,T-69,South Korea,4,1,3,-3
0,6/17/2010,16:00,T-31,Greece,T-48,Nigeria,2,1,1,-1
0,6/17/2010,20:30,T-28,France,T-44,Mexico,0,2,-2,2
0,6/18/2010,13:30,T-29,Germany,T-64,Serbia,0,1,-1,1
0,6/18/2010,16:00,T-67,Slovenia,T-80,United States,2,2,0,0
0,6/18/2010,20:30,T-27,England,T-01,Algeria,0,0,0,0
0,6/19/2010,13:30,T-46,Netherlands,T-42,Japan,1,0,1,-1
0,6/19/2010,16:00,T-30,Ghana,T-04,Australia,1,1,0,0
0,6/19/2010,20:30,T-11,Cameroon,T-21,Denmark,1,2,-1,1
0,6/20/2010,13:30,T-66,Slovakia,T-53,Paraguay,0,2,-2,2
0,6/20/2010,16:00,T-39,Italy,T-47,New Zealand,1,1,0,0
0,6/20/2010,20:30,T-09,Brazil,T-40,Ivory Coast,3,1,2,-2
0,6/21/2010,13:30,T-56,Portugal,T-49,North Korea,7,0,7,-7
0,6/21/2010,16:00,T-13,Chile,T-73,Switzerland,1,0,1,-1
0,6/21/2010,20:30,T-71,Spain,T-33,Honduras,2,0,2,-2
0,6/22/2010,16:00,T-28,France,T-68,South Africa,1,2,-1,1
0,6/22/2010,16:00,T-44,Mexico,T-81,Uruguay,0,1,-1,1
0,6/22/2010,20:30,T-31,Greece,T-03,Argentina,0,2,-2,2
0,6/22/2010,20:30,T-48,Nigeria,T-69,South Korea,2,2,0,0
0,6/23/2010,16:00,T-67,Slovenia,T-27,England,0,1,-1,1
0,6/23/2010,16:00,T-80,United States,T-01,Algeria,1,0,1,-1
0,6/23/2010,20:30,T-04,Australia,T-64,Serbia,2,1,1,-1
0,6/23/2010,20:30,T-30,Ghana,T-29,Germany,0,1,-1,1
0,6/24/2010,16:00,T-53,Paraguay,T-47,New Zealand,0,0,0,0
0,6/24/2010,16:00,T-66,Slovakia,T-39,Italy,3,2,1,-1
0,6/24/2010,20:30,T-11,Cameroon,T-46,Netherlands,1,2,-1,1
0,6/24/2010,20:30,T-21,Denmark,T-42,Japan,1,3,-2,2
0,6/25/2010,16:00,T-49,North Korea,T-40,Ivory Coast,0,3,-3,3
0,6/25/2010,16:00,T-56,Portugal,T-09,Brazil,0,0,0,0
0,6/25/2010,20:30,T-13,Chile,T-71,Spain,1,2,-1,1
0,6/25/2010,20:30,T-73,Switzerland,T-33,Honduras,0,0,0,0
1,6/26/2010,16:00,T-81,Uruguay,T-69,South Korea,2,1,1,-1
1,6/26/2010,20:30,T-80,United States,T-30,Ghana,1,2,-1,1
1,6/27/2010,16:00,T-29,Germany,T-27,England,4,1,3,-3
1,6/27/2010,20:30,T-03,Argentina,T-44,Mexico,3,1,2,-2
1,6/28/2010,16:00,T-46,Netherlands,T-66,Slovakia,2,1,1,-1
1,6/28/2010,20:30,T-09,Brazil,T-13,Chile,3,0,3,-3
1,6/29/2010,16:00,T-53,Paraguay,T-42,Japan,0,0,0,0
1,6/29/2010,20:30,T-71,Spain,T-56,Portugal,1,0,1,-1
1,7/2/2010,16:00,T-46,Netherlands,T-09,Brazil,2,1,1,-1
1,7/2/2010,20:30,T-81,Uruguay,T-30,Ghana,1,1,0,0
1,7/3/2010,16:00,T-03,Argentina,T-29,Germany,0,4,-4,4
1,7/3/2010,20:30,T-53,Paraguay,T-71,Spain,0,1,-1,1
1,7/6/2010,20:30,T-81,Uruguay,T-46,Netherlands,2,3,-1,1
1,7/7/2010,20:30,T-29,Germany,T-71,Spain,0,1,-1,1
1,7/10/2010,20:30,T-81,Uruguay,T-29,Germany,2,3,-1,1
1,7/11/2010,20:30,T-46,Netherlands,T-71,Spain,0,1,-1,1
0,6/12/2014,17:00,T-09,Brazil,T-17,Croatia,3,1,2,-2
0,6/13/2014,13:00,T-44,Mexico,T-11,Cameroon,1,0,1,-1
0,6/13/2014,16:00,T-71,Spain,T-46,Netherlands,1,5,-4,4
0,6/13/2014,18:00,T-13,Chile,T-04,Australia,3,1,2,-2
0,6/14/2014,13:00,T-15,Colombia,T-31,Greece,3,0,3,-3
0,6/14/2014,16:00,T-81,Uruguay,T-16,Costa Rica,1,3,-2,2
0,6/14/2014,18:00,T-27,England,T-39,Italy,1,2,-1,1
0,6/14/2014,22:00,T-40,Ivory Coast,T-42,Japan,2,1,1,-1
0,6/15/2014,13:00,T-73,Switzerland,T-24,Ecuador,2,1,1,-1
0,6/15/2014,16:00,T-28,France,T-33,Honduras,3,0,3,-3
0,6/15/2014,19:00,T-03,Argentina,T-08,Bosnia and Herzegovina,2,1,1,-1
0,6/16/2014,13:00,T-29,Germany,T-56,Portugal,4,0,4,-4
0,6/16/2014,16:00,T-36,Iran,T-48,Nigeria,0,0,0,0
0,6/16/2014,19:00,T-30,Ghana,T-80,United States,1,2,-1,1
0,6/17/2014,13:00,T-06,Belgium,T-01,Algeria,2,1,1,-1
0,6/17/2014,16:00,T-09,Brazil,T-44,Mexico,0,0,0,0
0,6/17/2014,18:00,T-60,Russia,T-69,South Korea,1,1,0,0
0,6/18/2014,13:00,T-04,Australia,T-46,Netherlands,2,3,-1,1
0,6/18/2014,16:00,T-71,Spain,T-13,Chile,0,2,-2,2
0,6/18/2014,18:00,T-11,Cameroon,T-17,Croatia,0,4,-4,4
0,6/19/2014,13:00,T-15,Colombia,T-40,Ivory Coast,2,1,1,-1
0,6/19/2014,16:00,T-81,Uruguay,T-27,England,2,1,1,-1
0,6/19/2014,19:00,T-42,Japan,T-31,Greece,0,0,0,0
0,6/20/2014,13:00,T-39,Italy,T-16,Costa Rica,0,1,-1,1
0,6/20/2014,16:00,T-73,Switzerland,T-28,France,2,5,-3,3
0,6/20/2014,19:00,T-33,Honduras,T-24,Ecuador,1,2,-1,1
0,6/21/2014,13:00,T-03,Argentina,T-36,Iran,1,0,1,-1
0,6/21/2014,16:00,T-29,Germany,T-30,Ghana,2,2,0,0
0,6/21/2014,18:00,T-48,Nigeria,T-08,Bosnia and Herzegovina,1,0,1,-1
0,6/22/2014,13:00,T-06,Belgium,T-60,Russia,1,0,1,-1
0,6/22/2014,16:00,T-69,South Korea,T-01,Algeria,2,4,-2,2
0,6/22/2014,18:00,T-80,United States,T-56,Portugal,2,2,0,0
0,6/23/2014,13:00,T-04,Australia,T-71,Spain,0,3,-3,3
0,6/23/2014,13:00,T-46,Netherlands,T-13,Chile,2,0,2,-2
0,6/23/2014,17:00,T-11,Cameroon,T-09,Brazil,1,4,-3,3
0,6/23/2014,17:00,T-17,Croatia,T-44,Mexico,1,3,-2,2
0,6/24/2014,13:00,T-16,Costa Rica,T-27,England,0,0,0,0
0,6/24/2014,13:00,T-39,Italy,T-81,Uruguay,0,1,-1,1
0,6/24/2014,16:00,T-42,Japan,T-15,Colombia,1,4,-3,3
0,6/24/2014,17:00,T-31,Greece,T-40,Ivory Coast,2,1,1,-1
0,6/25/2014,13:00,T-08,Bosnia and Herzegovina,T-36,Iran,3,1,2,-2
0,6/25/2014,13:00,T-48,Nigeria,T-03,Argentina,2,3,-1,1
0,6/25/2014,16:00,T-33,Honduras,T-73,Switzerland,0,3,-3,3
0,6/25/2014,17:00,T-24,Ecuador,T-28,France,0,0,0,0
0,6/26/2014,13:00,T-56,Portugal,T-30,Ghana,2,1,1,-1
0,6/26/2014,13:00,T-80,United States,T-29,Germany,0,1,-1,1
0,6/26/2014,17:00,T-01,Algeria,T-60,Russia,1,1,0,0
0,6/26/2014,17:00,T-69,South Korea,T-06,Belgium,0,1,-1,1
1,6/28/2014,13:00,T-09,Brazil,T-13,Chile,1,1,0,0
1,6/28/2014,17:00,T-15,Colombia,T-81,Uruguay,2,0,2,-2
1,6/29/2014,13:00,T-46,Netherlands,T-44,Mexico,2,1,1,-1
1,6/29/2014,17:00,T-16,Costa Rica,T-31,Greece,1,1,0,0
1,6/30/2014,13:00,T-28,France,T-48,Nigeria,2,0,2,-2
1,6/30/2014,17:00,T-29,Germany,T-01,Algeria,2,1,1,-1
1,7/1/2014,13:00,T-03,Argentina,T-73,Switzerland,1,0,1,-1
1,7/1/2014,17:00,T-06,Belgium,T-80,United States,2,1,1,-1
1,7/4/2014,13:00,T-28,France,T-29,Germany,0,1,-1,1
1,7/4/2014,17:00,T-09,Brazil,T-15,Colombia,2,1,1,-1
1,7/5/2014,13:00,T-03,Argentina,T-06,Belgium,1,0,1,-1
1,7/5/2014,17:00,T-46,Netherlands,T-16,Costa Rica,0,0,0,0
1,7/8/2014,17:00,T-09,Brazil,T-29,Germany,1,7,-6,6
1,7/9/2014,17:00,T-46,Netherlands,T-03,Argentina,0,0,0,0
1,7/12/2014,17:00,T-09,Brazil,T-46,Netherlands,0,3,-3,3
1,7/13/2014,16:00,T-29,Germany,T-03,Argentina,1,0,1,-1
0,6/14/2018,18:00,T-60,Russia,T-61,Saudi Arabia,5,0,5,-5
0,6/15/2018,17:00,T-25,Egypt,T-81,Uruguay,0,1,-1,1
0,6/15/2018,18:00,T-45,Morocco,T-36,Iran,0,1,-1,1
0,6/15/2018,21:00,T-56,Portugal,T-71,Spain,3,3,0,0
0,6/16/2018,13:00,T-28,France,T-04,Australia,2,1,1,-1
0,6/16/2018,16:00,T-03,Argentina,T-35,Iceland,1,1,0,0
0,6/16/2018,19:00,T-54,Peru,T-21,Denmark,0,1,-1,1
0,6/16/2018,21:00,T-17,Croatia,T-48,Nigeria,2,0,2,-2
0,6/17/2018,16:00,T-16,Costa Rica,T-64,Serbia,0,1,-1,1
0,6/17/2018,18:00,T-29,Germany,T-44,Mexico,0,1,-1,1
0,6/17/2018,21:00,T-09,Brazil,T-73,Switzerland,1,1,0,0
0,6/18/2018,15:00,T-72,Sweden,T-69,South Korea,1,0,1,-1
0,6/18/2018,18:00,T-06,Belgium,T-52,Panama,3,0,3,-3
0,6/18/2018,21:00,T-76,Tunisia,T-27,England,1,2,-1,1
0,6/19/2018,15:00,T-15,Colombia,T-42,Japan,1,2,-1,1
0,6/19/2018,18:00,T-55,Poland,T-63,Senegal,1,2,-1,1
0,6/19/2018,21:00,T-60,Russia,T-25,Egypt,3,1,2,-2
0,6/20/2018,15:00,T-56,Portugal,T-45,Morocco,1,0,1,-1
0,6/20/2018,18:00,T-81,Uruguay,T-61,Saudi Arabia,1,0,1,-1
0,6/20/2018,21:00,T-36,Iran,T-71,Spain,0,1,-1,1
0,6/21/2018,16:00,T-21,Denmark,T-04,Australia,1,1,0,0
0,6/21/2018,20:00,T-28,France,T-54,Peru,1,0,1,-1
0,6/21/2018,21:00,T-03,Argentina,T-17,Croatia,0,3,-3,3
0,6/22/2018,15:00,T-09,Brazil,T-16,Costa Rica,2,0,2,-2
0,6/22/2018,18:00,T-48,Nigeria,T-35,Iceland,2,0,2,-2
0,6/22/2018,20:00,T-64,Serbia,T-73,Switzerland,1,2,-1,1
0,6/23/2018,15:00,T-06,Belgium,T-76,Tunisia,5,2,3,-3
0,6/23/2018,18:00,T-69,South Korea,T-44,Mexico,1,2,-1,1
0,6/23/2018,21:00,T-29,Germany,T-72,Sweden,2,1,1,-1
0,6/24/2018,15:00,T-27,England,T-52,Panama,6,1,5,-5
0,6/24/2018,20:00,T-42,Japan,T-63,Senegal,2,2,0,0
0,6/24/2018,21:00,T-55,Poland,T-15,Colombia,0,3,-3,3
0,6/25/2018,17:00,T-61,Saudi Arabia,T-25,Egypt,2,1,1,-1
0,6/25/2018,18:00,T-81,Uruguay,T-60,Russia,3,0,3,-3
0,6/25/2018,20:00,T-71,Spain,T-45,Morocco,2,2,0,0
0,6/25/2018,21:00,T-36,Iran,T-56,Portugal,1,1,0,0
0,6/26/2018,17:00,T-04,Australia,T-54,Peru,0,2,-2,2
0,6/26/2018,17:00,T-21,Denmark,T-28,France,0,0,0,0
0,6/26/2018,21:00,T-35,Iceland,T-17,Croatia,1,2,-1,1
0,6/26/2018,21:00,T-48,Nigeria,T-03,Argentina,1,2,-1,1
0,6/27/2018,17:00,T-69,South Korea,T-29,Germany,2,0,2,-2
0,6/27/2018,19:00,T-44,Mexico,T-72,Sweden,0,3,-3,3
0,6/27/2018,21:00,T-64,Serbia,T-09,Brazil,0,2,-2,2
0,6/27/2018,21:00,T-73,Switzerland,T-16,Costa Rica,2,2,0,0
0,6/28/2018,17:00,T-42,Japan,T-55,Poland,0,1,-1,1
0,6/28/2018,18:00,T-63,Senegal,T-15,Colombia,0,1,-1,1
0,6/28/2018,20:00,T-27,England,T-06,Belgium,0,1,-1,1
0,6/28/2018,21:00,T-52,Panama,T-76,Tunisia,1,2,-1,1
1,6/30/2018,17:00,T-28,France,T-03,Argentina,4,3,1,-1
1,6/30/2018,21:00,T-81,Uruguay,T-56,Portugal,2,1,1,-1
1,7/1/2018,17:00,T-71,Spain,T-60,Russia,1,1,0,0
1,7/1/2018,21:00,T-17,Croatia,T-21,Denmark,1,1,0,0
1,7/2/2018,18:00,T-09,Brazil,T-44,Mexico,2,0,2,-2
1,7/2/2018,21:00,T-06,Belgium,T-42,Japan,3,2,1,-1
1,7/3/2018,17:00,T-72,Sweden,T-73,Switzerland,1,0,1,-1
1,7/3/2018,21:00,T-15,Colombia,T-27,England,1,1,0,0
1,7/6/2018,17:00,T-81,Uruguay,T-28,France,0,2,-2,2
1,7/6/2018,21:00,T-09,Brazil,T-06,Belgium,1,2,-1,1
1,7/7/2018,18:00,T-72,Sweden,T-27,England,0,2,-2,2
1,7/7/2018,21:00,T-60,Russia,T-17,Croatia,2,2,0,0
1,7/10/2018,21:00,T-28,France,T-06,Belgium,1,0,1,-1
1,7/11/2018,21:00,T-17,Croatia,T-27,England,2,1,1,-1
1,7/14/2018,17:00,T-06,Belgium,T-27,England,2,0,2,-2
1,7/15/2018,18:00,T-28,France,T-17,Croatia,4,2,2,-2
0,11/20/2022,19:00,T-57,Qatar,T-24,Ecuador,0,2,-2,2
0,11/21/2022,16:00,T-27,England,T-36,Iran,6,2,4,-4
0,11/21/2022,19:00,T-63,Senegal,T-46,Netherlands,0,2,-2,2
0,11/21/2022,22:00,T-80,United States,T-82,Wales,1,1,0,0
0,11/22/2022,13:00,T-03,Argentina,T-61,Saudi Arabia,1,2,-1,1
0,11/22/2022,16:00,T-21,Denmark,T-76,Tunisia,0,0,0,0
0,11/22/2022,19:00,T-44,Mexico,T-55,Poland,0,0,0,0
0,11/22/2022,22:00,T-28,France,T-04,Australia,4,1,3,-3
0,11/23/2022,13:00,T-45,Morocco,T-17,Croatia,0,0,0,0
0,11/23/2022,16:00,T-29,Germany,T-42,Japan,1,2,-1,1
0,11/23/2022,19:00,T-71,Spain,T-16,Costa Rica,7,0,7,-7
0,11/23/2022,22:00,T-06,Belgium,T-12,Canada,1,0,1,-1
0,11/24/2022,13:00,T-73,Switzerland,T-11,Cameroon,1,0,1,-1
0,11/24/2022,16:00,T-81,Uruguay,T-69,South Korea,0,0,0,0
0,11/24/2022,19:00,T-56,Portugal,T-30,Ghana,3,2,1,-1
0,11/24/2022,22:00,T-09,Brazil,T-64,Serbia,2,0,2,-2
0,11/25/2022,13:00,T-82,Wales,T-36,Iran,0,2,-2,2
0,11/25/2022,16:00,T-57,Qatar,T-63,Senegal,1,3,-2,2
0,11/25/2022,19:00,T-46,Netherlands,T-24,Ecuador,1,1,0,0
0,11/25/2022,22:00,T-27,England,T-80,United States,0,0,0,0
0,11/26/2022,13:00,T-76,Tunisia,T-04,Australia,0,1,-1,1
0,11/26/2022,16:00,T-55,Poland,T-61,Saudi Arabia,2,0,2,-2
0,11/26/2022,19:00,T-28,France,T-21,Denmark,2,1,1,-1
0,11/26/2022,22:00,T-03,Argentina,T-44,Mexico,2,0,2,-2
0,11/27/2022,13:00,T-42,Japan,T-16,Costa Rica,0,1,-1,1
0,11/27/2022,16:00,T-06,Belgium,T-45,Morocco,0,2,-2,2
0,11/27/2022,19:00,T-17,Croatia,T-12,Canada,4,1,3,-3
0,11/27/2022,22:00,T-71,Spain,T-29,Germany,1,1,0,0
0,11/28/2022,13:00,T-11,Cameroon,T-64,Serbia,3,3,0,0
0,11/28/2022,16:00,T-69,South Korea,T-30,Ghana,2,3,-1,1
0,11/28/2022,19:00,T-09,Brazil,T-73,Switzerland,1,0,1,-1
0,11/28/2022,22:00,T-56,Portugal,T-81,Uruguay,2,0,2,-2
0,11/29/2022,18:00,T-24,Ecuador,T-63,Senegal,1,2,-1,1
0,11/29/2022,18:00,T-46,Netherlands,T-57,Qatar,2,0,2,-2
0,11/29/2022,22:00,T-36,Iran,T-80,United States,0,1,-1,1
0,11/29/2022,22:00,T-82,Wales,T-27,England,0,3,-3,3
0,11/30/2022,18:00,T-04,Australia,T-21,Denmark,1,0,1,-1
0,11/30/2022,18:00,T-76,Tunisia,T-28,France,1,0,1,-1
0,11/30/2022,22:00,T-55,Poland,T-03,Argentina,0,2,-2,2
0,11/30/2022,22:00,T-61,Saudi Arabia,T-44,Mexico,1,2,-1,1
0,12/1/2022,18:00,T-12,Canada,T-45,Morocco,1,2,-1,1
0,12/1/2022,18:00,T-17,Croatia,T-06,Belgium,0,0,0,0
0,12/1/2022,22:00,T-16,Costa Rica,T-29,Germany,2,4,-2,2
0,12/1/2022,22:00,T-42,Japan,T-71,Spain,2,1,1,-1
0,12/2/2022,18:00,T-30,Ghana,T-81,Uruguay,0,2,-2,2
0,12/2/2022,18:00,T-69,South Korea,T-56,Portugal,2,1,1,-1
0,12/2/2022,22:00,T-11,Cameroon,T-09,Brazil,1,0,1,-1
0,12/2/2022,22:00,T-64,Serbia,T-73,Switzerland,2,3,-1,1
1,12/3/2022,18:00,T-46,Netherlands,T-80,United States,3,1,2,-2
1,12/3/2022,22:00,T-03,Argentina,T-04,Australia,2,1,1,-1
1,12/4/2022,18:00,T-28,France,T-55,Poland,3,1,2,-2
1,12/4/2022,22:00,T-27,England,T-63,Senegal,3,0,3,-3
1,12/5/2022,18:00,T-42,Japan,T-17,Croatia,1,1,0,0
1,12/5/2022,22:00,T-09,Brazil,T-69,South Korea,4,1,3,-3
1,12/6/2022,18:00,T-45,Morocco,T-71,Spain,0,0,0,0
1,12/6/2022,22:00,T-56,Portugal,T-73,Switzerland,6,1,5,-5
1,12/9/2022,18:00,T-17,Croatia,T-09,Brazil,1,1,0,0
1,12/9/2022,22:00,T-46,Netherlands,T-03,Argentina,2,2,0,0
1,12/10/2022,18:00,T-45,Morocco,T-56,Portugal,1,0,1,-1
1,12/10/2022,22:00,T-27,England,T-28,France,1,2,-1,1
1,12/13/2022,22:00,T-03,Argentina,T-17,Croatia,3,0,3,-3
1,12/14/2022,22:00,T-28,France,T-45,Morocco,2,0,2,-2
1,12/17/2022,18:00,T-17,Croatia,T-45,Morocco,2,1,1,-1
1,12/18/2022,18:00,T-03,Argentina,T-28,France,3,3,0,0
